"","id","Staande.lengte","Zittende.lengte","Lengte.bovenlichaam","Gewicht","Maturity.Offset","Balance.Beam.6cm","Balance.Beam.4.5cm","Balance.Beam.3cm","Balance.beam.totaal","Zijwaarts.springen.1","Zijwaarts.springen.2","Zijwaarts.springen.totaal","Zijwaarts.verplaatsen.1","Zijwaarts.verplaatsen.2","Zijwaarts.verplaatsen.totaal","Oog.hand.coordinatie.1","Oog.hand.coordinatie.2","Oog.hand.coordinatie.Totaal","X10.meter.sprint.1","X10.meter.sprint.2","X10.meter.sprint.beste","X20.meter.sprint.1","X20.meter.sprint.2","X20.meter.sprint.beste","X30.meter.sprint.1","X30.meter.sprint.2","X30.meter.sprint.beste","CoD.links.1","CoD.links.2","CoD.links.beste","CoD.rechts.1","CoD.rechts.2","CoD.rechts.beste","Vertesprong.1","Vertesprong.2","Vertesprong.beste","team_id","reeks_id","team_naam","geboortedatum"
"100",334,NA,NA,NA,NA,NA,24,24,17,65,52,55,107,33,36,69,42,43,85,1.96,1.96,1.96,3.24,3.26,3.24,4.43,4.44,4.43,8.08,8.11,8.08,7.93,8.02,7.93,2.19,2.15,2.19,9,1,"Onder 21","2003-07"
"101",335,174.9,136.4,91.4,59,NA,24,24,8,56,58,57,115,26,37,63,48,48,96,1.89,1.88,1.88,3.23,3.19,3.19,4.48,4.39,4.39,8.02,7.86,7.86,8.18,8.14,8.14,2.1,2.22,2.22,9,1,"Onder 21","2003-07"
"102",1717,181.5,138,98.1,72.8,NA,24,24,20,68,62,68,130,32,36,68,30,32,62,1.86,1.67,1.67,3.14,2.96,2.96,4.29,4.15,4.15,9.04,9.19,9.04,8.94,8.83,8.83,1.66,1.8,1.8,9,1,"Onder 21","2003-07"
"103",1849,178.2,133.9,91.8,72.3,NA,24,16,15,55,51,50,101,30,33,63,37,28,65,1.92,1.86,1.86,3.14,3.07,3.07,4.33,4.25,4.25,8.07,8.14,8.07,8.15,8.08,8.08,2.25,2.31,2.31,9,1,"Onder 21","2003-07"
"104",1850,169.4,133,90.9,74.6,NA,24,24,17,65,56,55,111,NA,NA,NA,29,34,63,1.82,1.78,1.78,3.04,2.98,2.98,4.25,4.14,4.14,7.87,8,7.87,7.58,7.48,7.48,1.96,2.33,2.33,9,1,"Onder 21","2003-07"
"105",2307,181,135.5,92.9,75,NA,22,20,16,58,54,58,112,58,38,96,45,51,96,1.77,1.72,1.72,2.99,2.94,2.94,4.16,4.12,4.12,7.57,7.69,7.57,7.71,7.68,7.68,2.32,2.49,2.49,9,1,"Onder 21","2003-07"
"106",2305,176,136.6,94,64.9,NA,24,24,22,70,64,62,126,30,41,71,32,53,85,1.87,1.68,1.68,3.07,2.92,2.92,4.22,4.07,4.07,7.63,7.48,7.48,7.74,7.79,7.74,2.3,2.37,2.37,9,1,"Onder 21","2003-08"
"107",2306,198.5,144,101.4,102.2,NA,24,24,18,66,52,50,102,39,43,82,34,43,77,1.87,1.71,1.71,3.19,2.99,2.99,4.27,4.08,4.08,7.71,8.04,7.71,7.83,8.02,7.83,2.52,2.55,2.55,9,1,"Onder 21","2003-08"
"108",1974,190.6,138,96.6,84.6,NA,24,24,11,59,52,54,106,27,31,58,49,46,95,1.84,1.87,1.84,3.12,3.09,3.09,4.26,4.25,4.25,8.31,8.12,8.12,8.49,8.34,8.34,2.22,2.33,2.33,9,1,"Onder 21","2003-09"
"109",1848,177.6,134.4,92.3,71.6,NA,24,24,21,69,61,60,121,34,32,66,34,35,69,1.75,1.78,1.75,3.03,2.97,2.97,4.23,4.2,4.2,7.87,7.92,7.87,8.19,7.93,7.93,2.44,2.49,2.49,9,1,"Onder 21","2003-11"
"110",332,179,142.2,97.2,71.3,NA,21,18,21,60,46,52,98,NA,NA,NA,38,42,80,1.75,1.67,1.67,2.94,2.9,2.9,4.09,4.05,4.05,7.5,7.7,7.5,8.09,7.82,7.82,2.31,2.39,2.39,9,1,"Onder 21","2003-12"
"111",333,178.2,140.3,95.3,74.2,NA,24,17,13,54,56,59,115,34,37,71,50,44,94,2.12,2.07,2.07,3.45,3.39,3.39,4.68,4.66,4.66,8.3,8.39,8.3,8.37,8.16,8.16,2,2.09,2.09,9,1,"Onder 21","2003-12"
"112",1847,171.2,135.2,93.1,72,NA,20,16,13,49,42,43,85,26,28,54,21,28,49,1.92,1.93,1.92,3.15,3.16,3.15,4.35,4.37,4.35,8.11,8.14,8.11,8.35,8.15,8.15,2.07,2.12,2.12,9,1,"Onder 21","2003-12"
"113",1973,174.8,130.9,89.5,72.9,NA,22,24,17,63,62,64,126,30,30,60,34,39,73,1.82,1.77,1.77,3.11,3.05,3.05,4.37,4.25,4.25,8.06,7.93,7.93,7.92,8.37,7.92,2.21,2.1,2.21,9,1,"Onder 21","2003-12"
"114",2304,176.5,134,91.4,68.9,NA,12,23,12,47,62,60,122,25,37,62,40,44,84,1.99,1.82,1.82,3.35,3.18,3.18,4.57,4.38,4.38,7.98,7.73,7.73,7.69,7.85,7.69,2.03,2.07,2.07,9,1,"Onder 21","2003-12"
"115",328,178.5,141.9,96.9,67.8,NA,24,19,9,52,56,58,114,35,34,69,31,34,65,1.97,1.89,1.89,3.28,3.19,3.19,4.52,4.43,4.43,8.39,8.48,8.39,8.27,8.4,8.27,2.22,2.25,2.25,6,1,"Onder 18","2004-01"
"116",329,178.4,141.5,96.5,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-01"
"117",330,179.7,139.8,94.8,73,NA,24,21,9,54,60,56,116,NA,NA,NA,23,31,54,1.9,1.78,1.78,3.15,3.03,3.03,4.32,4.16,4.16,7.8,7.82,7.8,7.86,7.72,7.72,2.19,2.24,2.24,6,1,"Onder 18","2004-01"
"118",1713,172.8,131,91.1,70.1,NA,24,19,17,60,50,70,120,30,37,67,30,44,74,1.95,1.86,1.86,3.24,3.11,3.11,4.41,4.25,4.25,8.86,8.66,8.66,9.18,8.88,8.88,2.09,2.2,2.2,6,1,"Onder 18","2004-01"
"119",1714,188.9,135.5,95.6,76.4,NA,24,24,20,68,60,64,124,30,34,64,46,36,82,1.87,1.83,1.83,3.25,3.22,3.22,4.51,4.46,4.46,9.11,9.14,9.11,9.11,9.06,9.06,2.02,2.14,2.14,6,1,"Onder 18","2004-01"
"120",1715,181.4,132.7,92.8,68.2,NA,24,24,9,57,64,60,124,20,28,48,32,34,66,1.73,1.72,1.72,3.03,3.03,3.03,4.2,4.2,4.2,8.98,9.29,8.98,9.27,9.29,9.27,1.68,1.98,1.98,6,1,"Onder 18","2004-01"
"121",1839,181.7,133.5,91.4,62,NA,23,17,18,58,56,60,116,24,30,54,28,32,60,1.91,1.87,1.87,3.13,3.13,3.13,4.29,4.3,4.29,7.83,7.85,7.83,8.28,8.01,8.01,2.12,2.32,2.32,6,1,"Onder 18","2004-01"
"122",1840,182,134.4,92.3,68.7,NA,24,18,15,57,56,51,107,25,29,54,32,34,66,1.92,1.95,1.92,3.1,3.12,3.1,4.24,4.2,4.2,8.08,7.99,7.99,8.17,8.02,8.02,2.3,2.44,2.44,6,1,"Onder 18","2004-01"
"123",1841,175.5,134.2,92.1,71.9,NA,24,24,17,65,47,45,92,24,28,52,35,24,59,1.81,1.81,1.81,3.05,3.07,3.05,4.3,4.28,4.28,8.4,8.44,8.4,8.67,8.35,8.35,2.14,2.25,2.25,6,1,"Onder 18","2004-01"
"124",1842,190.9,138.7,96.6,82.5,NA,24,24,24,72,47,46,93,27,28,55,36,33,69,1.95,2.02,1.95,3.18,3.25,3.18,4.39,4.47,4.39,8.25,8.13,8.13,8.34,8.38,8.34,2.12,2.17,2.17,6,1,"Onder 18","2004-01"
"125",1843,181.9,140.1,98,79.9,NA,24,22,12,58,48,48,96,28,32,60,36,37,73,1.73,1.78,1.73,3,3.01,3,4.19,4.21,4.19,8.36,8.2,8.2,8.34,8.28,8.28,2.27,2.36,2.36,6,1,"Onder 18","2004-01"
"126",1844,178.6,134.7,92.6,75.5,NA,24,20,24,68,42,40,82,24,28,52,27,36,63,1.91,1.82,1.82,3.13,3.03,3.03,4.32,4.2,4.2,8.2,8.21,8.2,8.42,8.2,8.2,2.14,2.16,2.16,6,1,"Onder 18","2004-01"
"127",1845,179.8,138.9,96.8,66.2,NA,24,23,15,62,54,53,107,30,27,57,35,34,69,1.88,1.91,1.88,3.19,3.2,3.19,4.47,4.52,4.47,8.35,8.37,8.35,8.7,8.3,8.3,1.96,2.13,2.13,6,1,"Onder 18","2004-01"
"128",1968,179.8,137.1,95.7,71.6,NA,19,24,19,62,60,60,120,26,31,57,29,34,63,1.94,1.93,1.93,3.23,3.19,3.19,4.42,4.36,4.36,7.68,7.85,7.68,8.18,8.11,8.11,2.22,2.17,2.22,6,1,"Onder 18","2004-01"
"129",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-01"
"130",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-01"
"131",2298,181,134.5,91.9,75.9,NA,24,24,18,66,52,58,110,32,33,65,36,37,73,1.62,1.67,1.62,2.84,2.92,2.84,3.98,4.08,3.98,7.5,7.24,7.24,7.19,7.23,7.19,2.35,2.47,2.47,6,1,"Onder 18","2004-01"
"132",2299,181.5,136.5,93.9,72.6,NA,23,16,10,49,62,64,126,37,36,73,35,38,73,1.74,1.74,1.74,2.99,2.98,2.98,4.14,4.14,4.14,7.78,7.76,7.76,7.87,7.79,7.79,2.14,2.14,2.14,6,1,"Onder 18","2004-01"
"133",2303,182.5,137.5,94.9,75.8,NA,24,24,24,72,56,58,114,35,37,72,41,45,86,1.79,1.6,1.6,2.98,2.79,2.79,4.15,3.94,3.94,7.6,7.68,7.6,7.76,7.61,7.61,2.36,2.5,2.5,9,1,"Onder 21","2004-01"
"134",325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-02"
"135",326,176.6,139.5,94.5,70.3,NA,24,24,15,63,52,58,110,28,33,61,28,27,55,1.94,1.78,1.78,3.24,3.01,3.01,4.44,4.2,4.2,8.72,8.25,8.25,8.56,8.58,8.56,2.25,2.26,2.26,6,1,"Onder 18","2004-02"
"136",327,184,142.8,97.8,77.6,NA,19,24,12,55,55,54,109,30,34,64,31,28,59,1.89,1.81,1.81,3.17,3.06,3.06,4.37,4.25,4.25,9.89,9.54,9.54,9.56,9.78,9.56,1.76,2,2,6,1,"Onder 18","2004-02"
"137",1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-02"
"138",1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-02"
"139",1712,179.3,137,97.1,68.8,NA,24,24,20,68,62,54,116,32,38,70,42,40,82,2.01,1.81,1.81,3.36,3.14,3.14,4.64,4.38,4.38,9.26,9.11,9.11,9.16,9.06,9.06,2.07,2,2.07,6,1,"Onder 18","2004-02"
"140",1837,180.6,139.1,97,67.9,NA,24,24,9,57,53,52,105,26,28,54,28,29,57,1.84,1.83,1.83,3.15,3.09,3.09,4.41,4.34,4.34,8.36,NA,8.36,8.41,NA,8.41,2,2.08,2.08,6,1,"Onder 18","2004-02"
"141",1838,175.6,133,90.9,63.3,NA,24,18,14,56,48,49,97,26,23,49,25,27,52,1.98,1.82,1.82,3.25,3.08,3.08,4.5,4.32,4.32,8.14,8.3,8.14,8.29,8.36,8.29,2.07,2.15,2.15,6,1,"Onder 18","2004-02"
"142",1972,174.6,133,91.6,66.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,35,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2004-02"
"143",2296,173,130,87.4,69.5,NA,21,24,17,62,56,60,116,29,35,64,26,27,53,1.66,1.86,1.66,2.97,3.14,2.97,4.24,4.38,4.24,7.99,7.81,7.81,7.99,7.67,7.67,1.95,2.09,2.09,6,1,"Onder 18","2004-02"
"144",2297,190.5,139.5,96.9,49.5,NA,24,16,11,51,48,46,94,29,29,58,28,36,64,1.7,1.67,1.67,2.93,2.88,2.88,4.05,4.02,4.02,7.45,NA,7.45,7.53,NA,7.53,2.37,2.54,2.54,6,1,"Onder 18","2004-02"
"145",322,NA,NA,NA,NA,NA,24,21,15,60,64,70,134,33,37,70,32,41,73,1.83,1.85,1.83,3.04,3.04,3.04,4.22,4.25,4.22,8.15,7.88,7.88,8.16,8.18,8.16,2.64,2.65,2.65,6,1,"Onder 18","2004-03"
"146",323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-03"
"147",324,183.4,142,97,81.8,NA,9,10,13,32,51,55,106,26,32,58,23,28,51,1.93,1.89,1.89,3.18,3.14,3.14,4.43,4.4,4.4,8.5,8.62,8.5,8.39,8.41,8.39,2.18,2.3,2.3,6,1,"Onder 18","2004-03"
"148",1836,179.4,138.8,96.7,69.6,NA,24,24,21,69,51,52,103,28,30,58,32,26,58,1.99,1.93,1.93,3.24,3.23,3.23,4.44,4.43,4.43,7.9,7.96,7.9,8.18,8.11,8.11,2.29,2.28,2.29,6,1,"Onder 18","2004-03"
"149",2295,183,139.5,96.9,75,NA,10,10,14,34,60,58,118,32,34,66,42,39,81,1.87,1.84,1.84,3.17,3.14,3.14,4.43,4.4,4.4,8.27,7.95,7.95,8.11,8.12,8.11,1.85,1.91,1.91,6,1,"Onder 18","2004-03"
"150",2302,174.5,134,91.4,69.5,NA,24,24,18,66,63,65,128,37,41,78,30,34,64,1.75,1.87,1.75,3.05,3.16,3.05,4.16,4.3,4.16,7.8,7.69,7.69,7.88,7.96,7.88,2.19,2.38,2.38,9,1,"Onder 21","2004-03"
"151",318,172.8,136.8,91.8,63,NA,24,20,11,55,50,51,101,24,28,52,22,28,50,1.95,2.03,1.95,3.22,3.3,3.22,4.42,4.49,4.42,8.77,8.72,8.72,8.79,8.73,8.73,2.11,2.13,2.13,6,1,"Onder 18","2004-04"
"152",319,178.9,137.3,92.3,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-04"
"153",320,NA,NA,NA,NA,NA,24,24,14,62,59,57,116,30,33,63,29,29,58,1.99,1.98,1.98,3.3,3.29,3.29,4.62,4.6,4.6,8.5,8.46,8.46,8.65,8.37,8.37,2.06,2.09,2.09,6,1,"Onder 18","2004-04"
"154",321,NA,NA,NA,NA,NA,24,24,24,72,48,49,97,25,35,60,39,40,79,2.02,1.89,1.89,3.27,3.14,3.14,4.48,4.35,4.35,8.4,8.81,8.4,8.34,8.61,8.34,2.12,2.15,2.15,6,1,"Onder 18","2004-04"
"155",331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2004-04"
"156",1708,173,137.4,97.5,73.7,NA,24,24,11,59,84,80,164,31,36,67,NA,NA,0,1.88,1.87,1.87,3.25,3.26,3.25,4.46,4.49,4.46,9.26,9.32,9.26,9.05,9.37,9.05,1.87,1.92,1.92,6,1,"Onder 18","2004-04"
"157",1709,185.1,137.5,97.6,73.2,NA,24,20,15,59,56,50,106,22,21,43,30,28,58,2.26,1.85,1.85,3.62,3.16,3.16,4.85,4.36,4.36,9.16,9.34,9.16,9.11,8.97,8.97,1.81,NA,1.81,6,1,"Onder 18","2004-04"
"158",1835,177,136.5,94.4,71.2,NA,24,24,11,59,NA,NA,NA,24,28,52,33,35,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-04"
"159",1967,179.4,136.8,95.4,69.7,NA,15,19,14,48,58,57,115,22,23,45,33,34,67,1.82,1.78,1.78,3.07,4.13,3.07,4.19,4.13,4.13,7.82,7.75,7.75,7.75,7.95,7.75,2.19,2.29,2.29,6,1,"Onder 18","2004-04"
"160",2294,169,128.5,85.9,69.4,NA,24,22,13,59,47,49,96,29,28,57,31,34,65,1.77,1.8,1.77,3.04,3.09,3.04,4.23,4.35,4.23,7.78,7.46,7.46,7.51,7.56,7.51,2.14,2.18,2.18,6,1,"Onder 18","2004-04"
"161",2301,180,136,93.4,66.3,NA,24,24,24,72,NA,NA,NA,38,46,84,34,36,70,1.74,1.71,1.71,2.98,2.96,2.96,4.14,4.13,4.13,7.53,7.48,7.48,7.68,7.55,7.55,2.26,2.28,2.28,9,1,"Onder 21","2004-04"
"162",1696,165.7,125.8,85.9,49.7,NA,24,21,20,65,56,70,126,32,33,65,30,30,60,2.19,2.08,2.08,3.69,3.56,3.56,5.06,4.94,4.94,9.71,9.64,9.64,9.61,9.47,9.47,1.73,1.7,1.73,5,1,"Onder 17","2004-05"
"163",1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-05"
"164",1707,176,129,89.1,69.2,NA,24,22,11,57,60,60,120,30,31,61,40,34,74,1.95,1.93,1.93,3.31,3.29,3.29,4.58,4.57,4.57,9.03,9.41,9.03,9.55,9.04,9.04,1.69,1.93,1.93,6,1,"Onder 18","2004-05"
"165",1833,167.2,132.9,90.8,58.5,NA,24,24,17,65,55,59,114,26,30,56,35,39,74,1.89,1.88,1.88,3.1,3.09,3.09,4.32,4.25,4.25,8.19,8.33,8.19,8.23,8.1,8.1,2.15,2.19,2.19,6,1,"Onder 18","2004-05"
"166",1834,175.1,134.5,92.4,62.6,NA,24,21,23,68,54,55,109,30,31,61,37,33,70,1.77,1.73,1.73,3.06,3,3,4.3,4.2,4.2,8.03,8.14,8.03,8.26,8.27,8.26,2.31,2.41,2.41,6,1,"Onder 18","2004-05"
"167",316,181,147.9,102.9,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-06"
"168",317,185.4,141.8,96.8,72.6,NA,24,23,18,65,48,48,96,NA,NA,NA,38,34,72,1.62,1.77,1.62,2.82,2.91,2.82,3.91,4,3.91,8.01,7.71,7.71,8.12,7.99,7.99,2.42,2.4,2.42,6,1,"Onder 18","2004-06"
"169",1705,182,130.5,90.6,67.9,NA,24,24,12,60,54,60,114,26,31,57,40,40,80,1.89,1.86,1.86,3.21,3.61,3.21,4.43,4.39,4.39,9.66,9.39,9.39,9.72,9.56,9.56,1.69,NA,1.69,6,1,"Onder 18","2004-06"
"170",1832,172,133.2,91.1,66.9,NA,24,20,12,56,51,53,104,24,28,52,16,28,44,1.99,1.71,1.71,3.28,2.97,2.97,4.54,4.17,4.17,8.17,NA,8.17,8.26,8.34,8.26,1.98,2.05,2.05,6,1,"Onder 18","2004-06"
"171",1964,179.5,132.5,91.1,65.2,NA,24,24,16,64,62,59,121,26,34,60,33,35,68,1.96,1.97,1.96,3.31,3.28,3.28,4.61,4.59,4.59,8.18,7.56,7.56,8.05,7.83,7.83,2.16,2.28,2.28,6,1,"Onder 18","2004-06"
"172",1965,167,126.4,85,55.5,NA,24,22,24,70,66,66,132,28,34,62,35,36,71,1.75,1.65,1.65,2.96,2.87,2.87,4.14,4.05,4.05,7.87,7.73,7.73,8.03,7.71,7.71,2.17,2.28,2.28,6,1,"Onder 18","2004-06"
"173",1966,185.4,137.4,96,68.7,NA,23,23,14,60,67,66,133,28,30,58,38,39,77,1.8,1.77,1.77,3.08,3.02,3.02,4.32,4.19,4.19,8.03,7.93,7.93,8.22,7.9,7.9,2.36,2.37,2.37,6,1,"Onder 18","2004-06"
"174",314,NA,NA,NA,NA,NA,18,24,10,52,54,56,110,NA,NA,NA,29,30,59,1.92,1.84,1.84,3.19,3.09,3.09,4.41,4.28,4.28,8.15,8.15,8.15,8.43,8.24,8.24,2.32,2.28,2.32,6,1,"Onder 18","2004-07"
"175",1703,182.2,137.6,97.7,74.1,NA,23,15,12,50,68,66,134,27,34,61,26,34,60,1.96,1.96,1.96,3.26,3.25,3.25,4.42,4.43,4.42,8.94,9.14,8.94,9.04,9.04,9.04,1.83,NA,1.83,6,1,"Onder 18","2004-07"
"176",1704,176.1,130.6,90.7,68.2,NA,24,24,22,70,54,70,124,33,42,75,34,30,64,2.02,2.05,2.02,3.36,3.36,3.36,4.61,4.59,4.59,9.07,9.15,9.07,9.09,9.07,9.07,2.12,2.14,2.14,6,1,"Onder 18","2004-07"
"177",1830,187.3,139.9,97.8,82.8,NA,24,24,11,59,55,53,108,26,26,52,35,28,63,1.78,1.77,1.77,2.99,3,2.99,4.17,4.19,4.17,8.09,8.23,8.09,8.22,8.02,8.02,2.13,2.24,2.24,6,1,"Onder 18","2004-07"
"178",1831,180.4,135.3,93.2,69.2,NA,24,21,14,59,44,45,89,28,30,58,35,40,75,1.77,1.74,1.74,2.99,2.97,2.97,4.14,4.16,4.14,8.12,7.97,7.97,7.91,7.89,7.89,2.09,2.2,2.2,6,1,"Onder 18","2004-07"
"179",1846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"Onder 21","2004-07"
"180",1963,172.9,132.9,91.5,65.8,NA,24,24,22,70,67,64,131,36,36,72,NA,37,37,1.81,1.83,1.81,3.09,3.12,3.09,4.31,4.31,4.31,7.53,7.56,7.53,7.77,7.66,7.66,2.3,2.38,2.38,6,1,"Onder 18","2004-07"
"181",2293,180,136.5,93.9,70.8,NA,24,24,24,72,66,62,128,35,38,73,40,46,86,1.84,1.73,1.73,3.1,2.98,2.98,4.32,4.19,4.19,7.61,7.33,7.33,7.32,7.28,7.28,2.35,2.33,2.35,6,1,"Onder 18","2004-07"
"182",1701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-08"
"183",1702,169.6,130.4,90.5,59.3,NA,24,24,16,64,78,84,162,44,40,84,44,48,92,1.9,1.69,1.69,3.24,3.01,3.01,4.47,4.21,4.21,8.82,8.98,8.82,9.32,9.08,9.08,1.94,2.12,2.12,6,1,"Onder 18","2004-08"
"184",1716,181.6,133.7,93.8,64.6,NA,24,23,17,64,74,82,156,31,34,65,30,36,66,1.83,1.85,1.83,3.15,3.12,3.12,4.35,4.32,4.32,9.41,9.19,9.19,9.07,9.22,9.07,1.69,1.82,1.82,9,1,"Onder 21","2004-08"
"185",1829,188.7,138.5,96.4,78.6,NA,24,16,21,61,50,52,102,28,32,60,30,35,65,1.99,1.87,1.87,3.27,3.13,3.13,4.54,4.36,4.36,8.35,8.18,8.18,8.57,8.55,8.55,2.25,2.25,2.25,6,1,"Onder 18","2004-08"
"186",1961,172.9,131.7,90.3,65.6,NA,22,18,20,60,NA,NA,NA,18,24,42,29,28,57,1.86,1.77,1.77,3.13,3.07,3.07,4.39,4.3,4.3,7.65,7.95,7.65,8.1,7.88,7.88,1.9,1.86,1.9,6,1,"Onder 18","2004-08"
"187",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-08"
"188",1700,173.1,130.7,90.8,62.7,NA,20,21,10,51,56,58,114,27,30,57,30,26,56,1.93,1.87,1.87,3.2,3.15,3.15,4.33,4.3,4.3,9.3,9.25,9.25,9.18,9.09,9.09,1.52,1.78,1.78,6,1,"Onder 18","2004-09"
"189",1828,163.7,130.4,88.3,57.8,NA,24,22,10,56,NA,NA,NA,32,30,62,34,36,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-09"
"190",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-09"
"191",2292,188,142,99.4,64.7,NA,24,24,19,67,68,64,132,39,43,82,45,46,91,2.12,2.13,2.12,3.54,3.56,3.54,4.86,4.9,4.86,8.24,8.3,8.24,8.14,8.01,8.01,1.96,2.01,2.01,6,1,"Onder 18","2004-09"
"192",1699,191,140.5,100.6,86.9,NA,23,20,13,56,64,62,126,29,34,63,32,30,62,2.08,1.9,1.9,3.45,3.29,3.29,4.68,4.51,4.51,9.43,9.79,9.43,9.42,9.34,9.34,1.52,1.68,1.68,6,1,"Onder 18","2004-10"
"193",1959,178.5,135.4,94,75.9,NA,24,24,22,70,58,56,114,26,30,56,29,29,58,1.79,1.82,1.79,3.01,3,3,4.17,4.18,4.17,8.03,7.58,7.58,8.05,7.83,7.83,2.6,2.73,2.73,6,1,"Onder 18","2004-10"
"194",1971,177.2,131,89.6,68.2,NA,24,22,16,62,56,54,110,24,36,60,47,50,97,1.9,1.93,1.9,3.19,3.23,3.19,4.41,4.45,4.41,8.39,8.4,8.39,8.35,8.19,8.19,2.32,2.38,2.38,9,1,"Onder 21","2004-10"
"195",2300,177,134,91.4,65,NA,24,24,19,67,65,66,131,20,39,59,35,49,84,1.95,1.92,1.92,3.32,3.25,3.25,4.5,4.44,4.44,7.8,7.59,7.59,7.76,7.74,7.74,2.36,2.38,2.38,9,1,"Onder 21","2004-10"
"196",1698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Onder 18","2004-11"
"197",313,183.4,137.2,92.2,73.5,NA,18,13,6,37,42,52,94,26,28,54,30,32,62,1.87,1.9,1.87,3.13,3.09,3.09,4.37,4.29,4.29,NA,NA,NA,8.48,NA,8.48,2.28,2.55,2.55,6,1,"Onder 18","2004-12"
"198",2291,190.5,142,99.4,77.6,NA,19,19,9,47,54,58,112,32,35,67,33,25,58,1.88,1.84,1.84,3.17,3.09,3.09,4.38,4.34,4.34,8,7.75,7.75,8.14,8.02,8.02,2.33,2.39,2.39,6,1,"Onder 18","2004-12"
