"","id","Staande.lengte","Zittende.lengte","Lengte.bovenlichaam","Gewicht","Maturity.Offset","Balance.Beam.6cm","Balance.Beam.4.5cm","Balance.Beam.3cm","Balance.beam.totaal","Zijwaarts.springen.1","Zijwaarts.springen.2","Zijwaarts.springen.totaal","Zijwaarts.verplaatsen.1","Zijwaarts.verplaatsen.2","Zijwaarts.verplaatsen.totaal","Oog.hand.coordinatie.1","Oog.hand.coordinatie.2","Oog.hand.coordinatie.Totaal","X10.meter.sprint.1","X10.meter.sprint.2","X10.meter.sprint.beste","X20.meter.sprint.1","X20.meter.sprint.2","X20.meter.sprint.beste","X30.meter.sprint.1","X30.meter.sprint.2","X30.meter.sprint.beste","CoD.links.1","CoD.links.2","CoD.links.beste","CoD.rechts.1","CoD.rechts.2","CoD.rechts.beste","Vertesprong.1","Vertesprong.2","Vertesprong.beste","team_id","reeks_id","team_naam","geboortedatum"
"397",2250,161,125,82.4,39.9,NA,24,24,9,57,55,60,115,27,32,59,35,42,77,2.21,2.01,2.01,3.8,3.54,3.54,5.21,4.92,4.92,8.52,8.76,8.52,8.62,8.55,8.55,1.74,1.99,1.99,3,1,"Onder 15","2007-03"
"398",2251,178,135,92.4,69,NA,24,23,23,70,50,50,100,14,0,14,42,57,99,1.62,1.62,1.62,2.94,2.89,2.89,4.19,4.12,4.12,NA,NA,0,NA,NA,0,2.1,2.27,2.27,3,1,"Onder 15","2007-03"
"399",2252,181.5,139,96.4,65.1,NA,22,24,19,65,56,58,114,NA,NA,NA,41,36,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-03"
"400",2253,167,125,82.4,53.1,NA,24,20,11,55,63,61,124,31,38,69,25,29,54,1.87,1.81,1.81,3.23,3.19,3.19,4.47,4.41,4.41,8.19,8.13,8.13,7.94,8.35,7.94,2.14,2.18,2.18,3,1,"Onder 15","2007-03"
"401",269,172.5,131.9,86.9,54.6,NA,24,24,9,57,56,55,111,23,28,51,30,31,61,1.95,1.85,1.85,3.27,3.14,3.14,4.56,4.42,4.42,8.64,8.44,8.44,8.42,8.43,8.42,2.22,2.16,2.22,3,1,"Onder 15","2007-04"
"402",1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,1.86,1.86,3,1,"Onder 15","2007-04"
"403",1652,154.8,120.2,80.3,14.8,NA,19,18,13,50,60,58,118,33,18,51,18,32,50,2.03,2.13,2.03,3.11,3.57,3.11,4.86,5.02,4.86,8.95,8.85,8.85,9.2,8.69,8.69,NA,NA,NA,3,1,"Onder 15","2007-04"
"404",1782,173,130.7,88.6,64.7,NA,24,24,15,63,50,52,102,30,34,64,33,34,67,2.01,1.99,1.99,3.39,3.39,3.39,4.75,4.73,4.73,8.78,8.81,8.78,8.54,8.79,8.54,1.94,2,2,3,1,"Onder 15","2007-04"
"405",1920,171.5,130.5,89.1,62.9,NA,24,24,24,72,58,57,115,28,30,58,30,35,65,2.05,1.99,1.99,3.36,3.26,3.26,4.57,4.52,4.52,8.36,8.14,8.14,8.47,8.23,8.23,2.11,2.19,2.19,3,1,"Onder 15","2007-04"
"406",268,173.6,133.4,88.4,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-05"
"407",1781,156.2,125,82.9,41.5,NA,24,21,11,56,50,50,100,25,27,52,NA,NA,NA,1.97,2.01,1.97,3.46,3.44,3.44,4.89,4.84,4.84,8.76,8.89,8.76,9.19,8.95,8.95,1.71,1.7,1.71,3,1,"Onder 15","2007-05"
"408",2247,164,131,88.4,54,NA,24,24,16,64,68,68,136,38,39,77,30,44,74,1.91,1.86,1.86,3.26,3.22,3.22,4.52,4.44,4.44,7.95,7.89,7.89,8.31,7.98,7.98,2.21,2.42,2.42,3,1,"Onder 15","2007-05"
"409",2248,162,127,84.4,50.4,NA,18,24,24,66,56,56,112,30,35,65,40,42,82,1.79,1.77,1.77,3.1,3.08,3.08,4.34,4.28,4.28,7.96,8.15,7.96,8.01,7.97,7.97,2.3,2.25,2.3,3,1,"Onder 15","2007-05"
"410",1646,161,121.4,81.5,45.5,NA,24,24,24,72,52,54,106,30,30,60,30,34,64,2.1,2.12,2.1,3.53,3.59,3.53,4.89,4.97,4.89,8.58,8.47,8.47,8.41,8.28,8.28,1.99,2,2,3,1,"Onder 15","2007-06"
"411",1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-06"
"412",1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-06"
"413",1649,176,127,87.1,58.2,NA,18,17,8,43,50,48,98,25,32,57,32,32,64,1.93,1.97,1.93,3.29,3.23,3.23,4.62,4.68,4.62,8.78,8.71,8.71,8.48,8.62,8.48,2.04,2.02,2.04,3,1,"Onder 15","2007-06"
"414",1780,172.2,128.5,86.4,59.3,NA,24,24,20,68,56,54,110,26,31,57,29,33,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74,8.42,8.42,1.77,1.83,1.83,3,1,"Onder 15","2007-06"
"415",1919,173,127.4,86,59.9,NA,10,18,14,42,50,52,102,26,35,61,33,37,70,1.96,1.87,1.87,3.34,3.24,3.24,4.61,4.5,4.5,8.81,8.54,8.54,8.42,8.41,8.41,1.87,1.95,1.95,3,1,"Onder 15","2007-06"
"416",2246,161,125.5,82.9,45.7,NA,24,22,16,62,60,61,121,36,37,73,34,54,88,1.85,1.84,1.84,3.28,3.28,3.28,4.62,4.61,4.61,8.77,8.34,8.34,8.39,8.38,8.38,1.75,2,2,3,1,"Onder 15","2007-06"
"417",267,167.8,129.3,84.3,51,NA,24,24,13,61,49,47,96,27,35,62,31,37,68,1.86,1.9,1.86,3.19,3.18,3.18,4.47,4.48,4.47,8.6,8.59,8.59,8.34,8.37,8.34,1.88,2,2,3,1,"Onder 15","2007-07"
"418",1644,158.4,119.4,79.5,40.7,NA,24,13,17,54,54,54,108,27,28,55,28,28,56,1.99,2,1.99,3.42,3.47,3.42,4.82,4.92,4.82,8.98,8.95,8.95,8.61,8.84,8.61,1.83,1.91,1.91,3,1,"Onder 15","2007-07"
"419",1918,176.4,127,85.6,75.7,NA,14,16,12,42,62,63,125,22,25,47,34,39,73,2.07,1.99,1.99,3.42,3.37,3.37,4.73,4.7,4.7,8.64,8.47,8.47,9.12,8.41,8.41,1.89,2.08,2.08,3,1,"Onder 15","2007-07"
"420",263,164.2,128.8,83.8,47.6,NA,24,24,11,59,59,57,116,27,34,61,32,33,65,1.89,1.85,1.85,3.24,3.25,3.24,4.57,4.55,4.55,8.52,8.46,8.46,8.52,8.49,8.49,1.82,1.8,1.82,3,1,"Onder 15","2007-08"
"421",264,161.1,125.6,80.6,40.1,NA,24,21,22,67,49,54,103,31,32,63,31,33,64,1.84,1.83,1.83,3.17,3.16,3.16,4.43,4.43,4.43,8.14,8.32,8.14,8.43,8.25,8.25,1.89,2.06,2.06,3,1,"Onder 15","2007-08"
"422",265,168.7,128.7,83.7,44.3,NA,24,24,22,70,47,49,96,35,37,72,29,32,61,2.05,2.09,2.05,3.45,3.5,3.45,4.9,4.84,4.84,9,9.09,9,8.93,9.1,8.93,1.94,1.98,1.98,3,1,"Onder 15","2007-08"
"423",266,161.4,128.7,83.7,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-08"
"424",1777,161.9,126.1,84,49.2,NA,24,20,17,61,54,54,108,32,32,64,24,31,55,2.02,2.05,2.02,3.4,3.46,3.4,4.81,4.82,4.81,8.43,8.49,8.43,8.46,8.42,8.42,1.77,1.81,1.81,3,1,"Onder 15","2007-08"
"425",1778,151.7,122.9,80.8,40.8,NA,24,24,14,62,54,54,108,33,34,67,23,30,53,1.93,1.89,1.89,3.24,3.22,3.22,4.49,4.5,4.49,8.18,8.28,8.18,8.19,8.25,8.19,1.92,1.97,1.97,3,1,"Onder 15","2007-08"
"426",1779,162.1,125.6,83.5,48.3,NA,24,17,24,65,52,50,102,28,32,60,28,30,58,1.89,2.01,1.89,3.26,3.37,3.26,4.58,4.59,4.58,8.44,8.6,8.44,8.75,8.41,8.41,1.78,1.82,1.82,3,1,"Onder 15","2007-08"
"427",1916,155.6,117,75.6,47.2,NA,24,6,15,45,58,57,115,29,32,61,34,39,73,2,1.9,1.9,3.35,3.24,3.24,4.64,4.53,4.53,8.2,8.44,8.2,8.37,8.08,8.08,1.72,1.72,1.72,3,1,"Onder 15","2007-08"
"428",1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,1.95,1.94,3.47,3.38,3.38,4.86,4.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-08"
"429",262,177.5,136.9,91.9,73.9,NA,24,24,11,59,44,49,93,31,30,61,21,31,52,1.88,1.84,1.84,3.17,3.13,3.13,4.45,4.37,4.37,8.43,8.27,8.27,8.45,8.18,8.18,2.26,2.02,2.26,3,1,"Onder 15","2007-09"
"430",1915,157.1,120.9,79.5,42.7,NA,24,24,15,63,51,56,107,27,28,55,36,33,69,1.97,2.01,1.97,3.38,3.44,3.38,4.69,4.79,4.69,8.37,8.36,8.36,8.2,8.33,8.2,1.88,2,2,3,1,"Onder 15","2007-09"
"431",2245,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-09"
"432",261,175.8,136,91,60,NA,24,23,15,62,54,56,110,30,33,63,26,32,58,2.13,1.95,1.95,3.47,3.28,3.28,4.75,4.55,4.55,8.69,8.77,8.69,8.82,8.74,8.74,1.92,1.99,1.99,3,1,"Onder 15","2007-10"
"433",1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-10"
"434",1776,164.7,128.5,86.4,46,NA,24,19,6,49,56,56,112,22,33,55,31,30,61,1.92,1.92,1.92,3.32,3.26,3.26,4.62,4.54,4.54,8.42,8.37,8.37,8.26,8.17,8.17,1.93,1.9,1.93,3,1,"Onder 15","2007-10"
"435",1773,164.5,127.3,85.2,48.7,NA,20,20,16,56,48,49,97,26,31,57,28,28,56,1.95,1.94,1.94,3.42,3.45,3.42,4.81,4.85,4.81,8.79,8.77,8.77,8.68,8.36,8.36,1.86,1.87,1.87,3,1,"Onder 15","2007-11"
"436",1774,157.1,125.2,83.1,40.7,NA,24,22,22,68,56,60,116,28,34,62,28,35,63,1.99,1.94,1.94,3.41,3.4,3.4,4.82,4.78,4.78,8.41,8.63,8.41,8.71,8.24,8.24,1.82,1.95,1.95,3,1,"Onder 15","2007-11"
"437",1775,153.5,123.1,81,40.2,NA,24,24,19,67,55,56,111,34,37,71,31,30,61,2.08,1.83,1.83,3.48,3.21,3.21,4.8,4.48,4.48,8.28,8.11,8.11,8.39,8.18,8.18,1.6,1.9,1.9,3,1,"Onder 15","2007-11"
"438",2244,155,122.5,79.9,42.6,NA,24,24,18,66,62,65,127,27,34,61,36,40,76,2.04,1.94,1.94,3.56,3.43,3.43,4.89,4.82,4.82,8.28,8.26,8.26,8.3,8.2,8.2,1.95,2,2,3,1,"Onder 15","2007-11"
"439",260,149,121.8,76.8,33.3,NA,24,24,19,67,69,55,124,29,34,63,29,32,61,1.98,1.98,1.98,3.43,3.43,3.43,4.89,4.9,4.89,8.53,8.82,8.53,8.73,8.98,8.73,1.62,1.7,1.7,3,1,"Onder 15","2007-12"
"440",1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-12"
"441",1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"Onder 15","2007-12"
"442",2243,159,124.5,81.9,51.2,NA,24,24,20,68,61,62,123,38,30,68,32,38,70,2.07,1.97,1.97,3.52,3.42,3.42,4.86,4.75,4.75,8.43,8.35,8.35,8.19,8.3,8.19,2.06,2.07,2.07,3,1,"Onder 15","2007-12"
"443",1633,168.3,125.6,85.7,53.4,NA,23,18,21,62,60,59,119,35,34,69,28,38,66,2.05,1.95,1.95,3.39,3.31,3.31,4.75,4.68,4.68,9.66,8.52,8.52,8.66,8.6,8.6,1.91,1.87,1.91,2,1,"Onder 14","2008-01"
"444",1634,159,120.1,80.2,42.3,NA,24,24,23,71,55,50,105,33,39,72,32,30,62,1.91,1.94,1.91,3.31,3.3,3.3,4.62,4.65,4.62,8.15,8.15,8.15,8.13,8.01,8.01,2.11,2.16,2.16,2,1,"Onder 14","2008-01"
"445",1635,179.1,130.4,90.5,63.2,NA,24,23,13,60,50,53,103,28,31,59,26,34,60,1.96,1.87,1.87,3.2,3.12,3.12,4.43,4.32,4.32,8.12,8.18,8.12,8.21,8.09,8.09,2.08,2.1,2.1,2,1,"Onder 14","2008-01"
"446",1636,151.7,118.6,78.7,40.9,NA,22,19,10,51,52,52,104,30,30,60,26,32,58,2.15,2.14,2.14,3.77,3.71,3.71,5.33,5.27,5.27,9.24,9.31,9.24,9.39,9.35,9.35,1.63,1.62,1.63,2,1,"Onder 14","2008-01"
"447",1913,173.5,128.7,87.3,54.5,NA,16,13,5,34,48,50,98,28,34,62,37,38,75,2.16,2.04,2.04,3.66,3.55,3.55,5.14,4.98,4.98,8.91,8.86,8.86,9.43,8.94,8.94,2.09,1.98,2.09,2,1,"Onder 14","2008-01"
"448",1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"Onder 14","2008-01"
"449",2241,168.5,128,85.4,46.6,NA,24,24,17,65,57,55,112,31,35,66,49,49,98,1.95,2,1.95,3.43,3.48,3.43,4.78,4.85,4.78,8.47,8.34,8.34,8.48,8.4,8.4,1.92,2.01,2.01,2,1,"Onder 14","2008-01"
"450",2242,155.5,123.5,80.9,41.3,NA,24,24,24,72,71,72,143,30,39,69,57,49,106,1.96,1.94,1.94,3.44,3.42,3.42,4.81,4.77,4.77,7.96,8.02,7.96,8.2,8.05,8.05,1.87,1.9,1.9,2,1,"Onder 14","2008-01"
"451",259,163.9,128.1,83.1,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"Onder 14","2008-02"
"452",1630,151.6,118.5,78.6,41.5,NA,24,21,19,64,53,57,110,28,31,59,30,28,58,1.93,1.94,1.93,3.37,3.35,3.35,4.72,4.73,4.72,8.51,8.49,8.49,8.36,8.47,8.36,1.91,1.92,1.92,2,1,"Onder 14","2008-02"
"453",1631,165.4,121.7,81.8,49.4,NA,24,24,20,68,55,54,109,33,30,63,32,34,66,1.95,1.93,1.93,3.36,3.38,3.36,4.76,4.77,4.76,8.9,8.46,8.46,8.46,8.41,8.41,1.89,1.84,1.89,2,1,"Onder 14","2008-02"
"454",1769,162.8,127.7,85.6,48.6,NA,24,12,13,49,44,42,86,NA,NA,NA,24,30,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"Onder 14","2008-02"
"455",1770,157.9,122.5,80.4,48.5,NA,24,13,15,52,60,62,122,27,32,59,30,32,62,1.97,1.99,1.97,3.39,3.39,3.39,4.81,4.78,4.78,8.52,8.43,8.43,8.52,8.6,8.52,1.71,1.84,1.84,2,1,"Onder 14","2008-02"
"456",1771,163,127,84.9,52.2,NA,24,22,16,62,52,52,104,28,35,63,36,33,69,1.89,1.87,1.87,3.3,3.32,3.3,4.63,4.69,4.63,8.44,8.31,8.31,8.53,8.36,8.36,1.8,1.87,1.87,2,1,"Onder 14","2008-02"
"457",1772,161.7,122.9,80.8,42.3,NA,24,24,18,66,48,54,102,31,34,65,30,31,61,1.85,1.86,1.85,3.22,3.25,3.22,4.52,4.55,4.52,8.34,8.21,8.21,8.04,8.11,8.04,2.02,1.92,2.02,2,1,"Onder 14","2008-02"
"458",1911,158.9,121.4,80,45.8,NA,24,18,17,59,60,62,122,25,25,50,32,34,66,2.11,2.14,2.11,3.64,3.67,3.64,5.14,5.11,5.11,8.76,8.58,8.58,8.77,9.39,8.77,1.96,1.88,1.96,2,1,"Onder 14","2008-02"
"459",1912,158,123.8,82.4,45.1,NA,24,24,12,60,54,56,110,24,28,52,31,39,70,2.1,NA,2.1,3.56,NA,3.56,4.98,NA,4.98,8.82,8.6,8.6,8.75,8.68,8.68,1.57,1.49,1.57,2,1,"Onder 14","2008-02"
"460",2240,166,126,83.4,47,NA,24,24,19,67,58,60,118,37,43,80,40,44,84,1.85,1.88,1.85,3.26,3.3,3.26,4.58,4.64,4.58,8.61,8.36,8.36,8.47,8.52,8.47,2.06,2.17,2.17,2,1,"Onder 14","2008-02"
"461",257,NA,NA,NA,NA,NA,22,21,15,58,54,43,97,23,30,53,22,35,57,2.07,2,2,3.5,3.45,3.45,4.9,4.83,4.83,8.86,8.63,8.63,8.72,8.67,8.67,1.86,1.92,1.92,2,1,"Onder 14","2008-03"
"462",258,163.7,131.5,86.5,47.5,NA,20,22,11,53,52,47,99,24,26,50,26,32,58,2.06,2.1,2.06,3.54,3.53,3.53,4.97,4.91,4.91,9.18,9.22,9.18,9.14,9.07,9.07,1.63,1.8,1.8,2,1,"Onder 14","2008-03"
"463",1625,163.9,123.4,83.5,44.1,NA,24,24,12,60,51,61,112,28,29,57,30,30,60,1.97,2.08,1.97,3.44,3.56,3.44,4.85,5.01,4.85,8.95,9.01,8.95,9.38,9.08,9.08,1.79,1.74,1.79,2,1,"Onder 14","2008-03"
"464",1626,158.7,116.3,76.4,40.5,NA,20,18,11,49,52,53,105,28,28,56,24,30,54,2.03,2.03,2.03,3.47,3.48,3.47,4.89,4.89,4.89,8.48,8.52,8.48,8.59,8.44,8.44,1.76,1.72,1.76,2,1,"Onder 14","2008-03"
"465",1627,156.9,119.7,79.8,44.8,NA,24,24,23,71,55,46,101,32,35,67,18,24,42,2.04,2.11,2.04,3.53,3.65,3.53,5.03,5.19,5.03,9.03,9.05,9.03,9.37,9.32,9.32,1.84,1.95,1.95,2,1,"Onder 14","2008-03"
"466",1628,156.8,119.5,79.6,49.2,NA,24,24,18,66,52,59,111,31,24,55,32,30,62,1.92,2.06,1.92,3.35,3.53,3.35,4.78,4.93,4.78,8.79,8.73,8.73,8.76,8.88,8.76,1.88,1.91,1.91,2,1,"Onder 14","2008-03"
"467",1629,164.8,122.2,82.3,44.7,NA,22,18,14,54,54,54,108,29,32,61,20,28,48,2.04,1.99,1.99,3.44,3.44,3.44,4.75,4.84,4.75,8.32,8.37,8.32,8.57,8.49,8.49,2,1.97,2,2,1,"Onder 14","2008-03"
"468",1767,156.4,121,78.9,39.8,NA,24,18,12,54,46,48,94,NA,NA,NA,28,34,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"Onder 14","2008-03"
"469",1768,164,125.9,83.8,49.5,NA,24,24,13,61,57,56,113,30,32,62,36,30,66,2,1.99,1.99,3.47,3.5,3.47,4.9,4.95,4.9,8.95,8.88,8.88,8.8,8.68,8.68,1.8,1.9,1.9,2,1,"Onder 14","2008-03"
"470",1907,165.3,124.2,82.8,51.2,NA,24,18,14,56,52,50,102,28,29,57,34,37,71,2.08,2.7,2.08,3.42,4.76,3.42,4.73,5.13,4.73,9,8.8,8.8,8.81,8.89,8.81,1.96,1.92,1.96,2,1,"Onder 14","2008-03"
